date,AQI,PM2.5,PM10,SO2,NO2,O3,CO,l_temp,h_temp,temp,wet,wind,hpa,visibility,precipitation,cloud
2021/1/1,55.53,37.89,58.21,9.74,57.11,22.37,0.83,-2.7,3.9,0.1,45,0.1,1030,22.5,0,10
2021/1/2,72.88,53.17,64.71,9.29,65.96,26.58,0.9,-0.9,7,2.8,53,0.3,1030,14.7,0,8
2021/1/3,65.39,42.3,51.26,5.22,53.52,32.09,0.62,2,10.2,6.6,74,0.3,1030,17.1,0,10
2021/1/4,42.12,20.71,41.88,4.79,51.71,34.17,0.45,7.2,12.9,9.6,75,0.3,1027,17.7,0,36
2021/1/5,48.92,32.12,45.21,5.71,31.25,53.38,0.54,5,9.1,7.5,69,0.6,1029,14.9,0,76
2021/1/6,47.58,31.46,47,7.58,36.62,43.33,0.58,2.9,5,4.3,56,0.4,1028,16,0,92
2021/1/7,71,25.39,85.3,7.91,25.3,43.43,0.54,-6.6,2.5,-3.4,35,0.9,1034,23.3,0,85
2021/1/8,52.04,22.46,56.62,9.5,34.79,36.12,0.62,-7,-1.6,-4.2,29,0.4,1033,26.7,0,51
2021/1/9,60.79,36.04,71.25,11.92,58.54,22.25,0.86,-4.1,2.9,-0.8,32,0.2,1030,21.9,0,17
2021/1/10,73.46,53.71,84.46,14.17,71.88,18.29,1.07,-1.9,4.9,1.5,38,0.2,1030,16.4,0,33
2021/1/11,76.58,55.33,84.21,13.92,67.79,22.5,0.87,-0.2,5.9,2.8,35,0.2,1029,16,0,40
2021/1/12,96.33,40.42,142.08,9.92,62.04,25.58,0.64,-0.5,8.5,3.9,35,0.2,1023,15.2,0,10
2021/1/13,78.29,45.38,106.17,11.08,77.08,27.21,0.65,3,14.4,7.7,38,0.1,1018,15.3,0,10
2021/1/14,77.92,54.67,93.21,12.04,87.92,41.92,0.74,4.1,16.5,9.6,54,0.2,1018,14.3,0,12
2021/1/15,83.62,56.92,92.75,9.88,59.17,50.5,0.71,7.3,18.5,11.4,62,0.3,1018,13.2,0,10
2021/1/16,68.12,29,88.42,4.5,21.96,57.21,0.44,2.5,6.8,4.8,60,0.8,1029,19.8,0,40
2021/1/17,63.17,35.96,79.75,7.62,39,45.88,0.62,0.8,5.6,3.1,48,0.4,1033,15.7,0,10
2021/1/18,83.71,60.29,114.58,9.62,76.5,26.46,0.83,1.2,10.4,5.3,45,0.1,1026,11,0,10
2021/1/19,65.67,42.88,77.29,6.75,58.54,42.71,0.63,3.1,11.5,6.9,68,0.4,1027,15.5,0,10
2021/1/20,32.48,13.04,32.48,4.43,37.57,51.65,0.44,5.5,13.7,9.9,83,0.2,1024,19.7,0,20
2021/1/21,45.42,29.12,45.46,6.33,57.08,26.21,0.62,10.6,17.8,14.1,88,0.2,1019,8.2,0,43
2021/1/22,57.25,41.54,31.38,4.42,44.12,33.25,0.69,8.9,13.8,10.9,94,0.3,1018,5.6,5.9,65
2021/1/23,64.38,46.54,41.38,4,35.71,57.92,0.76,6.3,8.6,7.9,90,0.4,1019,4.4,1.8,62
2021/1/24,88.42,65.67,69.42,4.75,45.42,47.42,0.84,5.7,10.3,8.1,83,0.4,1024,5.2,0,30
2021/1/25,34.54,19.21,29.08,4.62,48.33,37.79,0.5,9.8,15.1,11.9,78,0.3,1021,17.3,0.6,43
2021/1/26,41.92,28.42,25.71,4.25,51.75,11.88,1.17,7.8,10.9,9,97,0.1,1021,4.7,6.2,90
2021/1/27,68.83,49.79,52.67,5.17,32.33,70.83,0.88,6.1,10.3,8.3,69,0.4,1023,8.5,0,53
2021/1/28,95.96,66.75,87.92,5.42,39.54,51.33,0.87,3.3,10.4,7.3,66,0.4,1025,8.2,0,52
2021/1/29,62.25,16.29,74.04,6.29,30.96,51.42,0.46,1.7,8.4,4.4,46,0.4,1029,25.9,0,10
2021/1/30,58.58,24.29,67.5,10.58,38.17,60.33,0.54,3.5,13.4,8.2,58,0.3,1026,20.2,0,12
2021/1/31,37.21,20.96,39.62,7.12,48.71,37.79,0.62,9.5,14.9,11.9,74,0.1,1022,21,0,55
2021/2/1,72.96,53.29,57.42,5.75,71.83,12.67,1.17,8.7,11.9,10.1,88,0.1,1020,5.2,8.5,90
2021/2/2,72.33,41.42,75.54,5.12,32.62,54.42,0.73,5.8,10.6,7.8,65,0.6,1027,15.2,0,40
2021/2/3,61.79,23.92,73.08,5.92,34.12,64.75,0.52,5.1,13.2,8.9,72,0.3,1025,16.7,0,10
2021/2/4,72.5,50.46,73.67,6.21,37,68.29,0.72,7,12.6,9.1,61,0.5,1027,10.8,0,12
2021/2/5,44.83,30.08,39.58,5,44.71,47.71,0.61,6.9,10,8.6,90,0.1,1021,8.6,4.9,65
2021/2/6,83.21,61.54,51.29,5.67,41.67,54.58,0.86,8.7,16.1,11.1,76,0.1,1019,7.8,0,40
2021/2/7,95.38,71.17,65.58,8.5,62.38,56.88,1.03,7.3,19,12.6,64,0.3,1021,7.2,0,10
2021/2/8,39.75,22.58,35.79,5,18.17,72.42,0.44,5,10.1,7.5,61,0.8,1030,24.9,0,52
2021/2/9,23.08,10.79,22.25,4.88,22.21,61.83,0.37,4.5,11.2,7.4,61,0.5,1028,28.9,0,28
2021/2/10,23.62,14.29,23.5,4.79,26.42,53.71,0.38,7,12.2,9.6,74,0.3,1024,24.2,0,90
2021/2/11,23,15.67,17.04,4.62,28.75,50.71,0.42,8.4,10,9.4,93,0.2,1022,14,15.3,90
2021/2/12,29,19.42,26.33,5.29,22.17,79.12,0.45,8.9,12.9,11.1,83,0.3,1022,18.8,0.2,73
2021/2/13,38.54,26.54,35,5.79,26.71,80.54,0.48,10.2,16.6,13,70,0.4,1022,18.6,0,17
2021/2/14,50.5,35.83,34.25,6.33,27.75,68.67,0.56,10.6,19.5,14.5,77,0.1,1014,12.1,0,32
2021/2/15,56,39.04,39.62,4.75,17.67,59.75,0.69,5.4,13.4,9.7,72,0.5,1019,12.5,0,37
2021/2/16,40.04,25.62,38.83,5.92,21.38,71.17,0.52,4.8,12.4,8.1,58,0.4,1020,19.9,0,38
2021/2/17,42.04,20.54,39.25,5.54,14.42,78,0.49,2.8,7.6,5.3,46,0.5,1028,27.8,0,43
2021/2/18,36.04,20.17,35,6.42,27.83,61.88,0.58,1.5,8.5,5,39,0.3,1030,28.2,0,10
2021/2/19,50.52,35.48,43.83,7.74,44.61,67.48,0.69,3.7,17.3,9.9,44,0.2,1022,21.1,0,10
2021/2/20,48.79,30.88,44.38,6.75,38,71.67,0.57,8.3,23.1,14.8,45,0.1,1016,23,0,10
2021/2/21,42.92,27.5,42.04,7.46,40.71,74.46,0.53,10.3,24.1,16.4,43,0.2,1013,25.5,0,10
2021/2/22,63.25,43.04,71,8.12,45.42,68.62,0.7,9.7,25.8,15.4,55,0.4,1017,16.2,0.9,52
2021/2/23,38.12,11.38,38.12,4.08,16.54,81.12,0.37,7.5,12.5,9.4,63,1,1024,23.1,0,52
2021/2/24,35.92,11.08,35.92,4.17,22.5,72.38,0.39,7.7,14.8,11.1,74,0.6,1020,22.1,0,10
2021/2/25,46.83,22.67,44.33,4.62,33.5,60,0.56,10.5,16.7,13.5,92,0.3,1013,9.5,7.8,52
2021/2/26,27.96,15.5,19.33,4,24.17,67.96,0.53,8.9,10.2,9.5,94,0.6,1017,8.5,16.5,90
2021/2/27,28.58,14.25,26.96,4,22.46,66.75,0.47,10.2,12.4,10.9,86,0.6,1021,15.3,4,80
2021/2/28,24.38,15.38,18.92,4.21,33.17,47.08,0.51,10.8,14.1,12.3,97,0.2,1019,7.7,3.2,70
2021/3/1,40.46,27.46,17.54,4.46,39,27.33,0.71,5.4,13.7,11.1,97,0.3,1018,7.1,10.7,60
2021/3/2,44.46,23.96,40.5,4.58,23.42,60.88,0.59,3.7,10.4,6.8,64,0.6,1028,18,0,40
2021/3/3,46.33,13.5,46.62,4.54,29.42,60.62,0.47,5.6,11.7,8.7,69,0.4,1026,23,0.5,40
2021/3/4,49.04,34.88,36.58,4.58,47.21,41.17,0.73,9.4,14.1,11,84,0.1,1020,6.4,6.6,70
2021/3/5,44.17,31.25,29.08,4.29,43.46,46.79,0.6,7.6,12.3,10,85,0.3,1020,10.2,0.1,60
2021/3/6,36.5,24.12,33.83,4.17,27.21,62.33,0.47,8.3,10.9,9.9,84,0.6,1024,12.4,1.9,90
2021/3/7,30.71,19.08,29.58,4,29.04,55.25,0.55,7.8,9.6,8.8,95,0.3,1027,9.3,7.2,73
2021/3/8,38.08,25.46,36.5,4.04,30.75,64.33,0.51,8.5,12.3,10.3,84,0.3,1026,11.8,1.8,82
2021/3/9,36.88,24.08,32.21,4.21,42.54,49.92,0.51,8.6,10.6,9.7,85,0.3,1026,10.8,0,62
2021/3/10,50.17,35.54,42.33,5.04,39.79,63.46,0.56,8.3,16.8,12,65,0.4,1027,11.2,0,22
2021/3/11,61.29,44,34.5,4.58,45.12,59.92,0.69,10.1,12.3,11.2,96,0.2,1021,3.5,13.7,80
2021/3/12,66.12,47.79,39.17,4.5,44.46,48.75,0.8,9.4,12.9,11.3,81,0.2,1023,8.1,5.3,30
2021/3/13,84.88,62.75,62.46,5.08,52.46,66.33,0.7,7.9,16,11.5,72,0.4,1023,6.1,0,23
2021/3/14,77.71,57.04,44.71,4.54,36.79,83.96,0.59,8.5,17.7,12.6,74,0.5,1019,7.1,2.1,15
2021/3/15,58.38,40.12,51.71,6.42,46.96,85.83,0.64,11.7,23.2,17.3,73,0.3,1013,10,2.3,30
2021/3/16,72.71,39.88,64.21,4.42,38.29,66.92,0.71,10.4,17,13.1,85,0.4,1017,8.1,9.7,72
2021/3/17,68.54,19.92,87.54,4.83,33.96,62.92,0.49,9.6,11.9,10.5,73,0.5,1019,17.9,1.2,35
2021/3/18,61.88,20,73.46,4.96,38.12,60.29,0.49,10.3,15.5,12.6,76,0.4,1017,17.2,0,35
2021/3/19,44.38,22.29,45.12,4.29,48.25,43.79,0.53,12.1,13.2,12.6,95,0.3,1015,9.1,10.8,40
2021/3/20,45.92,32.42,33.79,4.25,38.42,37.92,0.69,9.8,12.3,10.9,88,0.4,1015,7.9,1.8,42
2021/3/21,92.21,60.88,94,6.25,30.92,72.62,0.77,8.9,14.1,11,56,0.4,1023,13.5,0,65
2021/3/22,56.58,30,62.58,7,48.67,57.08,0.58,6.7,15.2,11,42,0.3,1027,22.8,0,40
2021/3/23,68.12,49.29,67.33,7.67,49.88,78.96,0.6,7.9,16.9,12.7,54,0.4,1022,15.2,0,30
2021/3/24,37.67,21,37.04,6.33,46.62,62.25,0.5,12.3,18.8,14.8,66,0.2,1018,23.2,0.3,62
2021/3/25,62.38,40.29,69.54,6.83,58.5,71.42,0.64,11.1,22.8,16.4,55,0.3,1021,15.7,0,10
2021/3/26,46.5,27.33,44.5,5.29,36.08,73.92,0.42,11.5,20.7,16.2,73,0.5,1017,17.6,0,13
2021/3/27,40.17,27.71,32.33,4.88,35.88,51.71,0.63,16,21.2,18.1,89,0.1,1008,10.2,2.4,52
2021/3/28,88.08,61.83,91.25,5.79,45.71,71.04,0.81,14.4,23.9,18.6,68,0.1,1008,7.5,0,40
2021/3/29,79.42,57.29,70.25,6.29,40.71,91.96,0.76,14.7,24.8,19,73,0.5,1007,8.7,2.8,12
2021/3/30,245.29,66.67,309.88,4.12,28.75,82.75,0.54,14.6,19.4,16.2,64,0.5,1010,6.2,0,57
2021/3/31,109.04,41,167.83,4.17,35.71,66.62,0.51,12.5,15.1,14.4,90,0.3,1008,6.9,4.5,82
2021/4/1,42.08,28.83,36.92,3.96,35.67,55.04,0.58,14.6,17.5,15.7,98,0.3,1008,4.4,1.8,83
2021/4/2,78.04,57.42,59.75,4.46,51.96,32.08,1.13,14.8,20.5,17.2,89,0.1,1011,4.5,0,35
2021/4/3,73.58,54.17,49.29,4.17,41.71,26.54,0.85,11.7,18,15.6,84,0.3,1015,8.8,0,62
2021/4/4,43.58,20.38,42.29,4.83,21.08,80.92,0.46,11.1,17.3,13.3,52,0.5,1021,22.9,0,5
2021/4/5,38.08,16.29,37.58,5.25,26.62,85.79,0.39,9.6,18.7,13.9,44,0.3,1022,29.5,0,22
2021/4/6,32.92,16.46,32.46,4.96,31,76.33,0.4,13,20.3,15.6,48,0.3,1022,27.3,0,27
2021/4/7,38.04,23.88,34,5.21,42.46,73.96,0.45,10.8,17.6,14,58,0.2,1021,22.7,3.8,80
2021/4/8,48,33.58,37.12,5.54,36.62,103.58,0.51,10.9,18.6,14.5,54,0.3,1021,17.9,1.5,54
2021/4/9,42.13,23.13,39.35,5.13,32.43,85.39,0.46,9.8,19.7,14.6,42,0.3,1024,26.7,0,9
2021/4/10,44.75,21.33,44.46,4.58,31.12,85.88,0.45,11.3,20,15.4,64,0.4,1026,21.9,0,16
2021/4/11,29,13.79,25.25,4.33,31.75,68.25,0.47,14.5,17,15.7,94,0.1,1022,9.8,19.6,82
2021/4/12,42.75,26.71,24.38,4.17,40.71,40.33,0.74,15.8,17.3,16.7,99,0.1,1015,3.9,27.9,64
2021/4/13,75.96,56,50.96,5.25,37.29,64.75,0.8,12.7,20,16,78,0.4,1019,11.2,0,26
2021/4/14,30,13.67,29.92,4.71,26.75,79.54,0.42,11.7,15.4,13,54,0.5,1021,27.7,0,77
2021/4/15,36.08,11.38,36.08,5,31.08,72.67,0.41,10.8,16.3,13.6,65,0.3,1017,26.7,0,49
2021/4/16,72.46,52.79,60.21,6.75,43.79,83.96,0.72,12.5,24.7,18.2,75,0.3,1015,6.8,0,52
2021/4/17,118.21,66.92,134.25,6,44.21,67.29,0.72,13.2,20,16.9,61,0.3,1020,13.4,0,8
2021/4/18,52.42,15.71,55.42,5.88,36,78.5,0.44,11.4,19.9,15.4,41,0.3,1021,28.5,0.4,33
2021/4/19,45.71,16.46,46.75,5.96,32,102.12,0.46,12.2,22.1,16.6,52,0.3,1018,27.7,0,4
2021/4/20,39.62,15.08,39.54,5.08,24.75,106.38,0.47,13.1,21.9,17.4,65,0.3,1017,26,0,7
2021/4/21,45.58,18.04,47.58,5.17,20.38,103,0.47,16.3,23.3,19.6,73,0.4,1016,22.1,0,29
2021/4/22,45.25,19.08,45.96,5.12,26.46,71.46,0.48,17.8,23.2,20,86,0.3,1011,14.2,0.7,61
2021/4/23,80.04,58.88,51.42,5.29,43,43.83,0.86,18.3,21.9,20.1,85,0.2,1012,5.7,0,62
2021/4/24,44.42,30.54,33.17,4.88,36.08,41.88,0.62,16.9,19.9,18.2,92,0.2,1015,7.3,1.4,57
2021/4/25,44.38,25.33,44.04,5.25,36.33,50.29,0.45,16.9,23.9,20,78,0.3,1018,15.7,0,26
2021/4/26,38.79,20.17,35.96,5.62,30.33,87.96,0.42,16.5,24.2,19.5,63,0.3,1018,23.9,0,13
2021/4/27,47.92,30.12,40.21,5.58,44.88,54,0.54,16.8,18.5,17.7,95,0.1,1016,6.9,4.8,71
2021/4/28,72.54,52.92,45.17,5.42,43.12,81.04,0.74,16.9,23.9,19.8,77,0.2,1016,7.5,0,52
2021/4/29,87.38,54.88,85.96,6.79,48.04,88.42,0.67,17.1,28.5,22.7,52,0.2,1009,14.3,0,13
2021/4/30,71.42,31.08,92.42,6.92,42.08,96.38,0.56,18.3,30.2,24.6,46,0.5,1005,19.1,0,7
2021/5/1,48.17,23.21,49.33,5.58,27.46,95.67,0.58,16.6,25.5,20.7,49,0.5,1011,23.3,0,10
2021/5/2,38.46,18.38,38.29,5.08,21.96,94.96,0.45,15.2,22.1,17.9,53,0.6,1019,24.8,0,15
2021/5/3,47.75,18.5,50.17,5.04,17.33,111.29,0.49,14.3,24.3,19.9,66,0.7,1014,22.4,0.1,37
2021/5/4,29.96,18.54,24.71,4.67,20.17,68.08,0.65,16.8,22.7,20.3,94,0.4,1008,10.1,11.5,84
2021/5/5,73.96,49.04,69.79,6.71,30.46,113.46,0.87,15.5,26.7,20.3,56,0.4,1017,12.9,0,10
2021/5/6,59.21,19.38,67.79,6,30,115,0.52,16.8,24.4,20.5,50,0.5,1015,23.8,0.2,45
2021/5/7,140.96,48.5,174.83,6,36.12,84.67,0.66,19,29.1,22.9,59,0.4,1010,11.7,0,38
2021/5/8,123.33,59.88,172.08,5.88,38.67,118.21,0.76,19.2,29.6,24.2,64,0.3,1007,10.4,0,52
2021/5/9,77,50.38,76.92,7,46.21,102.71,0.82,21.4,33.3,26.8,64,0.4,1007,13.8,0,0
2021/5/10,44.75,20.54,41.29,6.12,29.58,104.08,0.63,21.4,33.3,27,62,0.6,1005,21.1,0,14
2021/5/11,56.42,40.54,35.67,4.96,48.21,50.25,0.84,21,25.9,23.5,92,0.2,1005,5.8,21.7,77
2021/5/12,33.88,22.38,22.08,4,26.83,65.62,0.52,20.5,23.4,21.5,90,0.4,1008,12.8,0.5,45
2021/5/13,28.04,18.5,21.96,4,23.79,75.71,0.56,19.4,22,20.4,94,0.4,1009,10.1,2.4,59
2021/5/14,37.04,25.92,26.33,4.46,33.12,61.25,0.63,20.2,28.8,23.6,93,0.3,1006,6.9,10.7,73
2021/5/15,45.46,31.12,43.21,5.5,32.5,89.21,0.64,22.4,33.8,27.8,81,0.5,1003,12.7,0,58
2021/5/16,32.17,18.21,22.62,4.33,28.71,58.58,0.66,18,28.4,23.9,86,0.4,1004,18.7,29.8,74
2021/5/17,47.96,34.04,33.17,5.12,29.04,78.54,0.82,15.4,24.5,19.8,69,0.4,1012,13.1,1.4,52
2021/5/18,38.29,24.04,28.25,4.92,36.83,79.96,0.59,17.6,23.6,20.4,64,0.3,1012,19.9,0.8,82
2021/5/19,31.08,12,16.29,4,23.33,99.25,0.49,16.6,23,18.4,84,0.4,1009,19.4,9.5,60
2021/5/20,40.46,27.21,25.79,4.04,34.58,64.29,0.76,18.1,19.9,19.1,88,0.3,1007,8.4,2.2,77
2021/5/21,47.21,31.42,33.67,4.58,37.38,84.96,0.63,17.9,25.6,20.9,72,0.5,1010,14.3,0,63
2021/5/22,37.46,18.92,22.38,4.21,23.54,99.62,0.47,19.5,25.5,21.7,70,0.5,1010,22.4,0,38
2021/5/23,29.42,13.21,16.38,4,23.75,93.71,0.51,17.5,20.2,19.1,94,0.3,1008,9.8,20,78
2021/5/24,47.79,27.62,36.21,5.67,30.21,118.58,0.66,17.1,27.9,22.2,70,0.4,1011,14.4,0,23
2021/5/25,91.62,61.25,90,6.83,40.83,133.08,0.76,21.8,31.2,25.2,66,0.3,1010,8.5,0,49
2021/5/26,45.71,31.33,32.17,4.79,42.92,73.92,0.66,19.4,23.2,21.1,87,0.2,1005,9,28.2,82
2021/5/27,58.96,41.75,42.83,5.04,33.92,86.46,0.89,19.9,27.8,23.6,83,0.2,1006,9.4,0,70
2021/5/28,58.92,34.46,53.12,6.04,35.62,88.08,0.73,22,28.2,24.9,68,0.3,1005,18.2,0,74
2021/5/29,55.62,24.71,58.17,6.21,33.62,120.58,0.54,20.1,28.8,24.2,59,0.5,1006,22.9,0,44
2021/5/30,59.88,36.33,52.83,6.04,30.96,109.08,0.6,22,30.8,26.2,68,0.5,1006,18.3,0,15
2021/5/31,39,19.17,38.25,5.21,24.04,100.79,0.44,21.5,28.8,24.8,60,0.5,1007,25.4,0,29
2021/6/1,32.62,16.08,32.46,4.88,17.25,80.5,0.43,21.7,28.4,24.3,81,0.6,1009,22.7,0.5,35
2021/6/2,30.58,12.33,25.08,4,17.79,83.62,0.43,20.1,22.7,21.3,97,0.4,1007,7.9,7.2,72
2021/6/3,65.75,47.17,45.25,4.88,35.88,62.5,0.68,21.3,27.6,23.8,86,0.3,1004,8.2,0.6,52
2021/6/4,53.04,37.04,36.25,5.67,29.54,105.75,0.66,18,26.1,21.7,80,0.3,1006,9.5,2.4,79
2021/6/5,59.12,31.79,46.38,8.12,33.17,109.29,0.6,20,32.2,25.3,61,0.3,1004,18.2,0,26
2021/6/6,65.25,28.83,47.46,7.42,32.54,133.38,0.63,21.4,33.5,26.8,56,0.4,1006,22,0,0
2021/6/7,33.83,13.29,31.79,6.46,30.38,92.88,0.48,21.3,32.3,26,59,0.5,1010,28.7,0,13
2021/6/8,27.13,12.87,19.87,4.26,25.04,72.04,0.5,22.9,28.6,25.6,82,0.4,1010,22.4,0,65
2021/6/9,25.04,16.61,20.04,4.65,22.96,44.52,0.48,24,28.3,26.1,89,0.4,1009,19.9,0.6,71
2021/6/10,18.88,12.08,17.29,4.29,23.33,36.12,0.48,23,27.4,25.5,96,0.4,1007,14.6,34.1,79
2021/6/11,36.88,24.79,25.08,4.62,34.33,63.04,0.64,23.2,30.3,26.3,84,0.3,1008,15.7,0.2,66
2021/6/12,28.08,17.75,21.75,4.5,26.75,58.33,0.44,24,30.6,26.6,79,0.4,1011,17.3,0,47
2021/6/13,42.21,29.54,24.67,4.62,31.96,46.04,0.6,25.2,26.6,25.8,95,0.2,1007,8.1,7.9,87
2021/6/14,51.75,36.67,26.71,4.75,33.12,44.58,0.58,25,28.1,26.1,93,0.3,1003,7.7,0.9,68
2021/6/15,45.79,31.12,36.33,5,31.38,52.33,0.66,25.8,32.8,28.2,91,0.3,997,12.9,4.4,65
2021/6/16,25.71,16.88,20.83,4.25,22.12,56.04,0.6,24.4,27.7,25.9,84,0.5,1002,22.4,0,28
2021/6/17,26.5,17.04,21.71,4,27.42,47.83,0.51,23.3,25.3,24.4,98,0.3,1003,9.2,9.9,70
2021/6/18,56.67,40.38,31,4.54,38.04,39.96,0.76,21,27.7,25,94,0.2,1002,6.3,3.6,76
2021/6/19,25.38,13.79,15.08,4.04,35.92,64.79,0.54,19.7,21,20.4,95,0.2,1003,16.4,12.1,91
2021/6/20,36.87,23.65,25.74,4.61,35.52,63.13,0.61,20.6,26.2,23.3,81,0.2,1003,17,0.1,78
2021/6/21,52.75,33.38,35.21,5.08,28.46,101.54,0.55,22.1,31.2,26,63,0.4,1004,18.1,0,50
2021/6/22,43.62,26.25,36.58,5.54,27.75,92.12,0.49,22.6,32,27,58,0.4,1007,23.1,0,33
2021/6/23,47.54,27,43.5,5.67,36.96,90.17,0.51,22.5,33.8,27.8,51,0.3,1009,24.5,0,11
2021/6/24,46.62,25.71,44.79,5.92,30.62,83.67,0.52,24.7,31.9,27.7,62,0.4,1009,21.7,0,52
2021/6/25,33.25,17.46,32.58,4.62,17.71,77.12,0.46,24.7,31,27.4,73,0.6,1007,24.5,0,27
2021/6/26,19.25,9.54,15.33,4,18.83,60.12,0.45,24,26.9,25.3,94,0.3,1005,20.1,10.7,95
2021/6/27,21.75,15.08,16.62,4,24.38,50.21,0.51,24.1,26.8,25.1,99,0.2,1003,9.2,5.2,96
2021/6/28,21.79,12.25,14.12,4,18.29,61.04,0.48,24.7,28.9,26.3,88,0.4,1002,20.5,0.8,74
2021/6/29,25.75,14.75,20.83,4,19.04,67.75,0.45,24.1,30.2,26.6,80,0.3,1003,24.3,0,27
2021/6/30,23.67,14.33,21.71,4.04,18.5,62.12,0.46,24.6,30.3,26.5,82,0.3,1003,22.5,0,27
2021/7/1,26.79,17.25,24.79,4.08,16.79,59.83,0.43,25.1,31.5,27.9,78,0.9,1004,18.3,0,6
2021/7/2,28.67,20.04,21.62,4.12,25.29,45.08,0.53,25.4,28,26.4,97,1.7,1004,14,5.7,85
2021/7/3,39.33,27.33,30.96,4.79,25.83,55,0.6,25.5,32.1,27.3,94,2.5,1002,9.5,14,87
2021/7/4,44.88,31.5,26.17,4,26.54,51.67,0.66,25.1,26.4,25.8,96,1.7,1007,6.2,0,86
2021/7/5,43.29,25.08,36.25,4.88,21.83,78.71,0.54,25.4,35.3,29.5,81,2.7,1006,21.2,1.5,67
2021/7/6,26.83,11.21,26.5,5.08,17.62,56.21,0.4,25.8,35.7,30.6,73,1.4,1006,29.6,0.2,47
2021/7/7,35.21,19.88,34.38,5.04,21.62,77.67,0.51,27.3,37.3,31.3,76,1.6,1006,21.2,6.1,44
2021/7/8,35.75,23.17,32.08,5.21,33.58,55.62,0.6,24.6,34.2,28.4,88,1.4,1007,18,32.4,79
2021/7/9,32.75,18.33,23.75,4.79,25.54,86.04,0.52,23.9,33.2,28,82,1.9,1007,24.4,3,69
2021/7/10,31.17,12.96,21.62,10.38,24.92,93.25,0.54,23.2,33,27.2,88,1.5,1008,26.9,8.9,61
2021/7/11,56.71,35.17,51.12,8.21,30.42,102.54,0.64,26.4,36.8,30.8,80,1.8,1008,15.2,0,65
2021/7/12,55.04,31.17,47.75,5.88,23.79,111.42,0.55,28.6,37.5,32.4,72,1.4,1006,22,0,50
2021/7/13,46.46,23.96,45.92,6.12,23.42,97.75,0.51,29.2,34.8,31.4,76,1.7,1005,26.4,0,66
2021/7/14,32.62,14.96,32.33,5.62,18.54,75.29,0.43,28.3,36.3,31.7,72,1.6,1007,29.9,0,2
2021/7/15,25.58,9.83,25.33,5.62,16.88,57.54,0.38,28,35,31.1,71,1.5,1009,29.3,0,36
2021/7/16,20.58,7.33,20.38,5.04,15.83,38.67,0.36,28.2,32.7,30,76,1.7,1010,30,0,88
2021/7/17,22.29,9.25,22.21,4.88,14.42,52,0.35,27.8,32.6,29.7,74,1.7,1008,29.3,0,66
2021/7/18,26.21,14.12,24.17,5.12,14.04,73.75,0.36,26.5,33.3,29.4,71,1.4,1007,27,0,24
2021/7/19,20.92,9.5,20.33,5.04,14,51.08,0.37,27,34.6,30.2,72,1.5,1008,28.3,0,46
2021/7/20,26.83,9.38,26.83,5,13.25,29.54,0.36,28.1,33.7,30.2,76,1.5,1009,25.9,0,64
2021/7/21,24.08,10.04,24.04,5.17,12.83,48.75,0.36,27.5,33.3,29.8,70,1.6,1009,26.8,0,54
2021/7/22,28.58,10.42,28.58,5,11.75,56.62,0.39,27.6,32.1,29.5,76,1.2,1006,29.9,0,80
2021/7/23,27,9.26,27,5,10.3,45.17,0.4,28.1,31.8,29.5,76,1.6,1004,29.1,0,83
2021/7/24,20.25,7.58,20.25,4.83,7.71,37.62,0.42,25.7,28.5,27.2,91,1.7,1001,16,34.8,100
2021/7/25,15.39,5.09,11.35,5.09,4.09,47.48,0.43,25.1,26.3,25.7,99,2.2,990,5.4,133.9,100
2021/7/26,17.08,4.58,9.08,10.25,7.5,54.88,0.5,25.1,25.5,25.3,100,1.9,987,5.7,104.4,100
2021/7/27,19.92,9.17,15.79,20.96,11.75,58.62,0.54,25.5,26.3,25.9,100,1.5,992,5.3,50.2,100
2021/7/28,21.54,11.08,21.54,10.75,12.58,46.58,0.48,26.1,31.5,27.8,93,1.7,996,6.4,15.3,88
2021/7/29,32,19.29,30.38,4.33,22.67,68.42,0.63,27.3,33.5,29,89,1.6,998,6.4,1.1,88
2021/7/30,52.42,27.25,37.38,5.25,31.42,105.71,0.8,26.8,34.7,30.4,72,1.3,1000,6.4,0,85
2021/7/31,49.46,32.83,34.71,4.75,24.33,86.25,0.7,27.4,31.2,29.1,87,1.9,998,6.4,25.3,92
2021/8/1,29.29,19.62,25.92,4.67,25.88,59.33,0.65,27.4,31.7,28.8,88,1.4,998,6.4,0.7,98
2021/8/2,20.54,10.58,19.79,4,17.25,43.08,0.51,27.5,32.8,29.8,81,1.8,1000,6.4,0,71
2021/8/3,20.61,8.39,20.52,4,15.91,38.22,0.51,27.2,31.3,29.1,88,1.4,1003,6.4,1.2,83
2021/8/4,23.52,8.7,23.52,4,12.52,34.57,0.45,27.7,32.2,29.4,81,1.8,1005,6.4,0.5,64
2021/8/5,24,7.75,24,4,12.83,27.04,0.42,27.5,32.3,29.3,80,1.6,1003,6.4,0,67
2021/8/6,25.71,9.96,25.71,4.75,14,26.42,0.41,27.4,33.1,29.5,79,1.7,1002,6.4,0,62
2021/8/7,23,11.58,22.83,4.79,14.46,51.88,0.4,26.8,34.1,29.6,72,1.6,1002,6.4,0,51
2021/8/8,28.58,12.08,28.17,4.67,16.5,74.08,0.49,27.3,33.1,29.7,68,2.2,1004,6.4,0,54
